,DayOfWeek,Sales,Customers,Open,Promo,SchoolHoliday,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,StateHoliday_0,StateHoliday_a,StateHoliday_b,StateHoliday_c,StateHoliday_nan,StoreType_b,StoreType_c,StoreType_d,StoreType_nan,Assortment_b,Assortment_c,Assortment_nan,"PromoInterval_Jan,Apr,Jul,Oct","PromoInterval_Mar,Jun,Sept,Dec",PromoInterval_nan,year,month,date
723,3,4467,650,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,6
722,4,3949,520,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,7
721,5,3551,456,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,8
720,6,2624,312,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,9
719,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,10
718,1,6518,725,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,11
717,2,6154,640,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,12
716,3,7229,860,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,13
715,4,5186,619,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,14
714,5,4895,571,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,15
713,6,2731,353,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,16
712,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,17
711,1,3747,528,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,18
710,2,3894,517,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,19
709,3,4399,655,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,20
708,4,3998,536,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,21
707,5,3652,523,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,22
706,6,2546,343,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,23
705,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,24
704,1,7453,752,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,25
703,2,6529,717,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,26
702,3,6474,811,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,27
701,4,5527,635,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,28
700,5,6280,702,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,29
699,6,2803,348,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,8,30
698,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,0
697,1,4305,547,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,1
696,2,4199,549,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,2
695,3,4709,673,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,3
694,4,3784,531,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,4
693,5,3793,471,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,5
692,6,2540,330,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,6
691,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,7
690,1,7005,726,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,8
689,2,6578,707,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,9
688,3,6537,791,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,10
687,4,5558,618,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,11
686,5,4954,550,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,12
685,6,2841,352,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,13
684,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,14
683,1,3837,509,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,15
682,2,3823,525,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,16
681,3,4574,625,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,17
680,4,3840,509,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,18
679,5,3949,475,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,19
678,6,2651,335,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,20
677,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,21
676,1,6802,677,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,22
675,2,6387,670,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,23
674,3,6708,858,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,24
673,4,5795,629,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,25
672,5,4874,547,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,26
671,6,3428,383,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,27
670,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,28
669,1,5610,691,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,9,29
668,2,3830,539,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,0
667,3,5238,691,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,1
666,4,2656,381,1,0,0,570,11,8,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,2
665,5,4671,547,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,3
664,6,2688,342,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,4
663,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,5
662,1,7368,737,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,6
661,2,6282,691,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,7
660,3,7006,826,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,8
659,4,4972,555,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,9
658,5,4923,547,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,10
657,6,2914,344,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,11
656,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,12
655,1,4528,578,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,13
654,2,3584,472,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,14
653,3,5035,679,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,15
652,4,3986,519,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,16
651,5,4095,548,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,17
650,6,2441,325,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,18
649,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,19
648,1,6538,730,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,20
647,2,5450,582,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,21
646,3,5896,754,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,22
645,4,5015,604,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,23
644,5,4524,531,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,24
643,6,2517,348,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,25
642,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,26
641,1,3859,526,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,27
640,2,4074,532,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,28
639,3,6272,796,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,29
638,4,0,0,0,0,1,570,11,8,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,10,30
637,5,5507,664,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,0
636,6,2688,355,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,1
635,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,2
634,1,7930,768,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,3
633,2,6368,681,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,4
632,3,6941,798,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,5
631,4,5570,630,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,6
630,5,5441,590,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,7
629,6,3145,376,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,8
628,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,9
627,1,4017,509,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,10
626,2,4116,537,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,11
625,3,4980,668,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,12
624,4,4388,541,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,13
623,5,4042,505,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,14
622,6,2829,359,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,15
621,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,16
620,1,7435,735,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,17
619,2,6016,660,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,18
618,3,6390,690,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,19
617,4,5397,571,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,20
616,5,4474,537,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,21
615,6,2965,335,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,22
614,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,23
613,1,4669,556,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,24
612,2,4303,543,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,25
611,3,5498,694,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,26
610,4,5149,579,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,27
609,5,5027,587,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,28
608,6,3343,365,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,29
607,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,0
606,1,8836,850,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,1
605,2,8137,741,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,2
604,3,8202,854,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,3
603,4,7163,701,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,4
602,5,4816,544,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,5
601,6,2534,302,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,6
600,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,7
599,1,4392,587,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,8
598,2,4994,629,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,9
597,3,6052,732,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,10
596,4,5232,591,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,11
595,5,4808,546,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,12
594,6,3236,353,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,13
593,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,14
592,1,10479,925,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,15
591,2,10374,882,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,16
590,3,10019,1011,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,17
589,4,8559,823,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,18
588,5,7574,801,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,19
587,6,4941,539,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,20
586,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,21
585,1,8640,971,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,22
584,2,2407,277,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,23
583,3,0,0,0,0,1,570,11,8,1,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2013,12,24
582,4,0,0,0,0,1,570,11,8,1,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2013,12,25
581,5,5582,659,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,26
580,6,3561,416,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,27
579,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,28
578,1,7528,852,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,29
577,2,2148,268,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,12,30
576,3,0,0,0,0,1,570,11,8,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,0
575,4,3759,531,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,1
574,5,4802,560,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,2
573,6,2760,321,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,3
572,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,4
571,1,8317,823,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,5
570,2,6567,727,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,6
569,3,6597,796,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,7
568,4,6081,643,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,8
567,5,5146,628,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,9
566,6,2872,358,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,10
565,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,11
564,1,4290,552,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,12
563,2,4195,497,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,13
562,3,4919,673,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,14
561,4,3998,507,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,15
560,5,3868,480,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,16
559,6,2497,322,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,17
558,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,18
557,1,7082,739,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,19
556,2,6564,691,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,20
555,3,5451,680,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,21
554,4,5010,531,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,22
553,5,4701,531,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,23
552,6,2274,290,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,24
551,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,25
550,1,3708,507,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,26
549,2,3677,497,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,27
548,3,4292,567,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,28
547,4,4214,493,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,29
546,5,4608,550,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,1,30
545,6,2929,353,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,0
544,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,1
543,1,7372,791,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,2
542,2,7036,671,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,3
541,3,7198,820,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,4
540,4,6012,670,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,5
539,5,4848,565,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,6
538,6,2484,331,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,7
537,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,8
536,1,4006,532,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,9
535,2,4056,532,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,10
534,3,4848,654,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,11
533,4,4171,498,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,12
532,5,4324,527,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,13
531,6,2509,300,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,14
530,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,15
529,1,7584,761,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,16
528,2,5979,644,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,17
527,3,6419,774,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,18
526,4,4961,584,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,19
525,5,4790,527,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,20
524,6,2563,316,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,21
523,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,22
522,1,3894,499,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,23
521,2,3520,489,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,24
520,3,4548,632,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,25
519,4,3998,493,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,26
518,5,4400,555,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,2,27
517,6,3350,373,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,0
516,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,1
515,1,7332,760,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,2
514,2,6006,630,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,3
513,3,6740,802,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,4
512,4,5173,611,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,5
511,5,5275,593,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,6
510,6,2863,353,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,7
509,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,8
508,1,3799,516,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,9
507,2,3575,501,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,10
506,3,4581,658,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,11
505,4,4172,551,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,12
504,5,3321,430,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,13
503,6,2678,333,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,14
502,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,15
